gene_callers_id	blastp_acc	blastp_ann	blastp_species	blastp_taxa
4046807	WP_032512967.1	"MULTISPECIES: polyribonucleotide nucleotidyltransferase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
7192540	WP_168606570.1	"NAD-dependent formate dehydrogenase [Candidatus Pelagibacter giovannonii]"	"Candidatus Pelagibacter giovannonii"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
3358698	WP_420561316.1	"acyl-CoA dehydrogenase family protein [Tepidicaulis sp.]"	"Tepidicaulis sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Tepidicaulis"
14172143	WP_138380307.1	"chaperonin GroEL [Luteithermobacter gelatinilyticus]"	"Luteithermobacter gelatinilyticus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Emcibacterales","Emcibacteraceae","Luteithermobacter"
6012911	WP_271492595.1	"chaperonin GroEL [Candidatus Pelagibacter sp. Uisw_094]"	"Candidatus Pelagibacter sp. Uisw_094"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10371059	WP_250281183.1	"MULTISPECIES: porin [Thalassospira]"	"Thalassospira"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae"
8798195	WP_145595760.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8732661	WP_421418344.1	"TonB-dependent receptor [Pseudoalteromonas lipolytica]"	"Pseudoalteromonas lipolytica"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
573442	WP_085758112.1	"F0F1 ATP synthase subunit gamma [Oceanicoccus sagamiensis]"	"Oceanicoccus sagamiensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Oceanicoccus"
573443	WP_085758113.1	"F0F1 ATP synthase subunit alpha [Oceanicoccus sagamiensis]"	"Oceanicoccus sagamiensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Oceanicoccus"
10207238	WP_013046739.1	"electron transfer flavoprotein subunit alpha/FixB family protein [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
16039943	WP_271070551.1	"chaperonin GroEL [Paracoccus albus]"	"Paracoccus albus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
10272775	WP_032517872.1	"MULTISPECIES: 30S ribosomal protein S8 [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
11255822	WP_011376929.1	"MULTISPECIES: IMS domain-containing protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
7323663	WP_415321407.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_092]"	"Candidatus Pelagibacter sp. Uisw_092"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
9486354	WP_151120001.1	"F0F1 ATP synthase subunit beta [Hypericibacter adhaerens]"	"Hypericibacter adhaerens"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Dongiaceae","Hypericibacter"
10698771	WP_011375610.1	"MULTISPECIES: alanine--tRNA ligase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
4734999	WP_415300065.1	"polyribonucleotide nucleotidyltransferase [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8699928	WP_032527413.1	"trypsin-like peptidase domain-containing protein [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
15056923	WP_308357494.1	"elongation factor Tu [Marivirga arenosa]"	"Marivirga arenosa"	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Marivirgaceae","Marivirga"
9781277	WP_013045590.1	"FtsH protease activity modulator HflK [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
14762014	WP_015194398.1	"F0F1 ATP synthase subunit alpha [Stanieria cyanosphaera]"	"Stanieria cyanosphaera"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Pleurocapsales","Dermocarpellaceae","Stanieria"
11812894	WP_013046525.1	"porin [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
13189156	WP_425407110.1	"porin [Hwanghaeella sp.]"	"Hwanghaeella sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Hwanghaeella"
7553063	WP_415272182.1	"type I glutamate--ammonia ligase [Candidatus Pelagibacter sp. Uisw_121]"	"Candidatus Pelagibacter sp. Uisw_121"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
14270503	WP_257771527.1	"adenosylhomocysteinase [Nisaea acidiphila]"	"Nisaea acidiphila"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Nisaea"
15679531	WP_207379722.1	"TonB-dependent receptor [Shewanella sedimentimangrovi]"	"Shewanella sedimentimangrovi"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
14762027	YP_567083.1	"ATP synthase CF1 beta subunit (chloroplast) [Vitis vinifera]"	"Vitis vinifera"	"Eukaryota","Viridiplantae","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliopsida","eudicotyledons","Gunneridae","Pentapetalae","rosids","Vitales","Vitaceae","Viteae","Vitis"
3850287	XP_005536668.1	"ubiquitin with short C-terminal extension [Cyanidioschyzon merolae strain 10D]"	"Cyanidioschyzon merolae strain 10D"	"Eukaryota","Rhodophyta","Bangiophyceae","Cyanidiales","Cyanidiaceae","Cyanidioschyzon"
14762035	YP_002808642.1	"elongation factor Tu (chloroplast) [Micromonas commoda]"	"Micromonas commoda"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
147513	WP_145596656.1	"SDR family NAD(P)-dependent oxidoreductase [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
15745101	WP_338290682.1	"hypothetical protein [Planctobacterium marinum]"	"Planctobacterium marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Planctobacterium"
2277454	WP_273566540.1	"SusC/RagA family TonB-linked outer membrane protein [Maribacter halichondriae]"	"Maribacter halichondriae"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
1654867	WP_371395358.1	"TonB-dependent receptor [Fretibacter rubidus]"	"Fretibacter rubidus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Fretibacter"
8470611	XP_002508010.1	"alpha tubulin 2 [Micromonas commoda]"	"Micromonas commoda"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
9060441	WP_101265753.1	"sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB [Thalassospira marina]"	"Thalassospira marina"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"11092062
8142944	WP_032523825.1	"pyridoxal-phosphate-dependent aminotransferase family protein [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
7880800	WP_032516040.1	"MULTISPECIES: elongation factor G [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
11747429	WP_258767697.1	"ABC transporter substrate-binding protein [Bradyrhizobium arachidis]"	"Bradyrhizobium arachidis"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
1851496	WP_186496982.1	"RNA polymerase sigma factor RpoD [Synechococcus sp. A15-24]"	"Synechococcus sp. A15-24"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
15745134	WP_013766938.1	"SusD/RagB family nutrient-binding outer membrane lipoprotein [Haliscomenobacter hydrossis]"	"Haliscomenobacter hydrossis"	"Bacteria","Pseudomonadati","Bacteroidota","Saprospiria","Saprospirales","Haliscomenobacteraceae","Haliscomenobacter"
15777902	WP_192320815.1	"aldehyde dehydrogenase [Aminobacter sp. SR38]"	"Aminobacter sp. SR38"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aminobacter"
12042352	WP_032517364.1	"MULTISPECIES: dCTP deaminase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
8667249	WP_145597385.1	"Bug family tripartite tricarboxylate transporter substrate binding protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
14794869	WP_260580492.1	"TonB-dependent receptor [Sphingopyxis sp. PET50]"	"Sphingopyxis sp. PET50"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
13025401	WP_163958180.1	"TonB-dependent receptor [Sphingomonas insulae]"	"Sphingomonas insulae"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
12370051	WP_415391083.1	"FtsH protease activity modulator HflK [Porticoccus sp. Uisw_050_02]"	"Porticoccus sp. Uisw_050_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus"
5226628	WP_317513826.1	"TonB-dependent receptor [Sphingomonas sp. C3-2]"	"Sphingomonas sp. C3-2"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
7094408	WP_072286712.1	"porin [Syntrophotalea acetylenica]"	"Syntrophotalea acetylenica"	"Bacteria","Pseudomonadati","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea"
14565513	WP_032527624.1	"hypothetical protein [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
7356572	WP_106890971.1	"TonB-dependent receptor [Ahniella affigens]"	"Ahniella affigens"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Ahniella"
15057054	WP_013046261.1	"glycine betaine ABC transporter substrate-binding protein [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
14074015	WP_106003116.1	"porin [Magnetospirillum gryphiswaldense]"	"Magnetospirillum gryphiswaldense"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
3162280	WP_240092419.1	"phasin family protein [Roseivivax marinus]"	"Roseivivax marinus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseivivax"
8634539	WP_415275134.1	"5-(carboxyamino)imidazole ribonucleotide mutase [Candidatus Pelagibacter sp. Uisw_116]"	"Candidatus Pelagibacter sp. Uisw_116"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
13549753	WP_145596634.1	"sodium:solute symporter family protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
12402875	WP_011821012.1	"30S ribosomal protein S9 [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
8962244	WP_042850912.1	"DoxX family protein [Prochlorococcus sp. MIT 0604]"	"Prochlorococcus sp. MIT 0604"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
16728275	WP_176029808.1	"MULTISPECIES: fructose-6-phosphate aldolase [Aquimarina]"	"Aquimarina"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
12763352	WP_198009441.1	"ribulose-bisphosphate carboxylase large subunit [Nitrosomonas sp. Is79A3]"	"Nitrosomonas sp. Is79A3"	"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
7815391	WP_415308995.1	"extracellular solute-binding protein [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
5685473	WP_013046767.1	"chaperonin GroEL [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
6766818	WP_186491381.1	"transketolase [Synechococcus sp. BIOS-U3-1]"	"Synechococcus sp. BIOS-U3-1"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
14958822	WP_145596574.1	"transcription termination factor Rho [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
4669684	WP_371395558.1	"F0F1 ATP synthase subunit beta [Fretibacter rubidus]"	"Fretibacter rubidus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Fretibacter"
16204021	WP_145595951.1	"glutamine synthetase family protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
12271864	WP_145596088.1	"Do family serine endopeptidase [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
3883259	WP_145596325.1	"S1 RNA-binding domain-containing protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
2277635	WP_075536413.1	"MULTISPECIES: glycine betaine ABC transporter substrate-binding protein [Candidatus Pelagibacter]"	"Candidatus Pelagibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae"
16335111	WP_025894977.1	"F0F1 ATP synthase subunit gamma [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
5751049	WP_075504869.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
7651596	WP_077028793.1	"TonB-dependent receptor [Sphingopyxis sp. QXT-31]"	"Sphingopyxis sp. QXT-31"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
8864013	WP_415303993.1	"porin [Candidatus Pelagibacter sp. Uisw_090]"	"Candidatus Pelagibacter sp. Uisw_090"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10600718	WP_415284292.1	"hypothetical protein [Candidatus Pelagibacter sp. Uisw_130]"	"Candidatus Pelagibacter sp. Uisw_130"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10895632	WP_085784013.1	"peroxiredoxin [Candidatus Nucleicultrix amoebiphila]"	"Candidatus Nucleicultrix amoebiphila"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Holosporales","Candidatus Nucleicultricaceae","Candidatus Nucleicultrix"
10895633	WP_158770800.1	"TonB-dependent receptor family protein [Paraglaciecola sp. L1A13]"	"Paraglaciecola sp. L1A13"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola"
4702495	WP_032525692.1	"magnesium chelatase ATPase subunit I [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
5390628	WP_415304596.1	"DNA-directed RNA polymerase subunit beta [Candidatus Pelagibacter sp. Uisw_090]"	"Candidatus Pelagibacter sp. Uisw_090"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
